,06cbec87-9334-4ba7-98dd-3153ec769b66,081e8113-878b-4022-8cdf-0bfc6dda5167,22ad31f1-df1a-4f97-8257-b9b75387027c,2434510b-4b97-4d29-92d1-a8c111c4d0b8,2452f2d6-197b-45dd-ab0a-992a1ab8cccf,2553a9ec-9e91-4594-92cb-e95a45580b2c,2631bbc2-340f-4a9a-a752-4cec04e400d2,2bb1023a-5b81-4303-93bc-cb12a3d235c1,2cf4a458-4875-48b9-a84f-9b99b9d0a431,2d5f4ff2-140c-462a-8b95-5a76ea34ecfc,2e323422-ea44-449d-9be7-c0c560a0f2e1,300ccb51-269e-4dad-bbd7-bc4d6f1214bf,31029486-3cd3-4020-ad98-4aff05d029d1,331a2b18-7771-4c8f-babb-5457498c239b,37bb059b-5e8d-42e0-9849-022dce333f74,389a7839-5278-4984-bbc6-7d40b80eec74,3d14145a-752d-4dd5-907f-f375242af193,3e64ba62-388a-44c4-9030-88a74444d90a,3fe7f558-21bf-4ff6-8746-47c0323cafb0,415c5186-549e-44e9-9132-6d158175f5c1,4389ea33-33a4-4982-a079-831f1db05fe0,43d36f77-a78c-4e8e-bc41-245cc7f02ef2,4474409e-95f6-4e6c-b07f-8ea510b81e90,46ed7332-a6b6-4f08-ae6b-4ce2687249fc,47627f78-25a8-49b8-baed-67cc7cb51cc3,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cd53847-8857-4983-ab6f-bbf44a1f863e,4ce2d3cb-b864-40e5-96a5-3e0877928c39,4fb3055e-a3e6-409f-b75b-aa457c4a89bd,5146f581-8c3c-4ddb-a6bf-90392f31cff7,56422f53-2ae2-4b6f-b750-b63ee1e07845,5f4c1d64-d133-4c66-89bc-b35ad29e17b8,60bce0c4-e075-416e-b530-453c6922b587,62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,6a46c140-d217-4b21-a864-dcc86a03328e,6b34b498-54a0-4051-903e-b9197aa9de94,6cc675f4-9587-41d6-91e3-899f396beab1,6d807f3a-a6f7-4bd1-9559-7d534e353dc6,6e8429bb-4b3a-4f9f-90fd-1714a5be004d,7035b887-e0d1-4c02-af63-02688ffbb884,70891974-6c4a-456b-a56c-3684d6d94556,72ecbbbb-d28d-4a25-96a1-984662445dc9,73f3bb61-7aac-49e3-af05-f2dd383f2102,74293659-a2ab-4c3c-8f72-343b020d30cd,79543249-aeb7-447d-9725-94352e05d41c,7d95baf6-9014-479f-825c-8329b36563da,7da7a7d5-e468-4f10-a91c-c07fd503dc72,7f86a08d-6dd5-4fe9-9472-d02c920c1ff3,83cf8df8-0344-41ec-a14f-761cb61a2216,83ef1d8a-fe41-4801-b538-6bb6b990fabd,8408401e-694d-4008-bd1a-d0d90d78d6f5,8a27105f-d9e0-49ad-84fc-41ff5c010769,8b9f7985-5ef6-485d-959c-fd171563bb8a,8db95983-f362-4452-a960-11964662f0bf,8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,919278a5-6e46-4b47-9a6b-d4022e747c9f,94141fff-971c-4f52-8395-528bde27315a,95381c19-145e-4e11-ab3f-3555b2a07941,96ff7a29-0702-4bf2-a51e-c30b5063cf7e,980bcd07-414b-453e-9d08-9192eb3691d7,98306353-57df-4dac-89d8-6435f4d3fb6a,9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,9f45ad9e-b71e-4c60-9339-d23440eeb9ec,9f9b965f-1f61-4e93-9afb-80390aafca75,a2b79504-3575-4d94-9af6-c8b119b11e3c,a48897e5-afe2-4878-9f39-28e08c18ddcb,ad765317-0ae5-4394-9861-e51d92a1fcc6,ade771d7-33ad-4f40-b456-f0a9fee988ff,b09d5ed6-293f-4eb8-8466-17829480dcad,b1ba019f-b1ec-4fca-ba4f-a5214a80c769,bcfcf609-ddfe-447a-98fc-c66e9233f0b4,c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,c115ff2f-0c98-4983-bf03-167384d2903e,c3df3a50-2251-45a6-883f-032b8033f52e,c5863af9-c9cd-463d-94a8-8e69adf4f214,c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,cb2e8316-e933-46d4-bc5c-faec0025b694,d3decbad-0acb-4217-99cd-e65ee1a9a9d3,d42e4be4-b29c-47fe-a1b3-8255948344ac,d4948ab5-15b7-42a9-a4d8-4c92da1b486c,d6a9e0ef-4132-46ef-a0f7-d7997a803afe,db1b9299-96df-4fd8-932c-3ad6613bc967,db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,dd14762c-0ed4-4d5f-aaf3-fded6c619888,de21c2a0-a0e1-4757-a095-0016eb816242,e47d2dca-4d7f-4788-8ee9-e5c35611e94b,ef4899c4-bfed-4167-8c46-2982a90da36a,f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,f308caa4-09a7-467f-8beb-1b6ccce38d25,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,f527b464-7bb9-45da-bb4d-5aab19eb4f9a,f685a52e-f09f-45e3-b296-668bbb414f9f,f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,f8eb34db-1687-4a4b-802f-8c5bdb2bce45,f93c5b61-46df-44b0-a718-571307f2d308,fae7e454-f146-44cd-a680-3dfc2879df45,fc58c463-84fd-4548-9e91-513ebe48d753,fc895620-c446-471c-972e-18f4ce979e28,fc932934-07d4-4feb-bf60-af1355a4a785
a2b79504-3575-4d94-9af6-c8b119b11e3c,0.97744596,0.14654204,0.62274873,0.11786908,0.2928097,0.0,0.35149202,0.22820158,0.17679746,0.27844235,0.12130222,0.99984705,0.27631542,0.26261988,0.9586185,0.31208318,0.0,0.75644624,0.5647466,0.38717762,0.31408873,0.50171417,0.124563105,0.3232129,0.0,0.6647364,0.32795343,0.5017078,0.88183546,0.49246597,0.9350815,0.9767413,0.27951667,0.27491167,0.09886771,0.2070409,0.36439157,0.89786845,0.0,0.9105709,0.31573024,0.4406742,0.90503526,0.3178048,0.74533755,0.91065204,0.3935964,0.680804,0.55260795,0.64885217,0.26760915,0.091835536,0.3252536,0.6984269,0.32281417,0.542577,0.21088138,0.38490897,0.0,0.530423,0.8728887,0.08659641,0.29353124,0.490425,0.99999994,0.0,0.11084564,0.5947539,0.9767724,0.32366392,0.5217285,0.49068856,0.49089816,0.28051537,0.5641519,0.29722738,0.6678833,0.53991437,0.42682332,0.6394268,0.6200623,0.6514357,0.24231818,0.46757346,0.53570724,0.622767,0.3391175,0.31570122,0.33780074,0.48089826,0.74500895,0.2935098,0.2502037,0.4418356,0.22314334,0.0,0.0,0.7532224,0.2675341,0.6042061
a48897e5-afe2-4878-9f39-28e08c18ddcb,0.024889871,0.93502593,0.009174865,0.35016808,0.6181836,0.9591105,0.13219139,0.6322334,0.0,0.47646874,0.9282033,0.0,0.030703193,0.6649189,0.22460727,0.0,0.02812352,0.0,0.5609253,0.1472302,0.45702943,0.27054518,0.8990067,0.28477028,0.49805903,0.018993381,0.017537244,0.21137781,0.0,0.0,0.2818823,0.0,0.6245752,0.0,0.9566827,0.9082359,0.0,0.046371028,0.016911058,0.038273655,0.3859111,0.8879735,0.39917397,0.17264304,0.17024346,0.0,0.46895725,0.0,0.014683528,0.01329184,0.6845901,0.21046656,0.6219269,0.017149704,0.5171254,0.0,0.0,0.7567149,0.5157305,0.0,0.21087268,0.31900555,0.94800115,0.0,0.0,0.99999994,0.9137141,0.35710144,0.0,0.02163483,0.0,0.025257247,0.015789883,0.913771,0.5096142,0.42006034,0.0,0.80539954,0.45865056,0.0,0.45603102,0.03291533,0.018511308,0.0,0.4934272,0.3372139,0.3684417,0.02067191,0.0335205,0.0,0.43448868,0.5741782,0.65590185,0.02054528,0.46404347,0.0119857155,0.98923,0.010488412,0.65672874,0.02408184
ad765317-0ae5-4394-9861-e51d92a1fcc6,0.12629235,0.95773387,0.0,0.3652497,0.7850437,0.9180292,0.37640977,0.692863,0.093108445,0.7433939,0.96656966,0.11212321,0.16449915,0.76283,0.2995835,0.085750535,0.0,0.15798265,0.6859925,0.39598522,0.7345909,0.4149168,0.93062073,0.44256297,0.47722113,0.0,0.19524086,0.39963543,0.100758545,0.15575203,0.3646199,0.116605364,0.7280217,0.029929748,0.9315572,0.8899637,0.19190282,0.1399819,0.0,0.06883119,0.6325712,0.86528826,0.44620723,0.41235697,0.22397318,0.14817694,0.73613185,0.09557381,0.16504249,0.16931993,0.80506456,0.25023204,0.82463527,0.0771049,0.77544487,0.0,0.053804673,0.7043283,0.46374384,0.15037014,0.3893906,0.3159306,0.9206856,0.14657363,0.11084564,0.9137141,1.0,0.55524385,0.14818859,0.19268718,0.19158578,0.19034204,0.15381417,0.8331343,0.57450235,0.6822733,0.0,0.85692894,0.714614,0.0,0.44698727,0.0,0.07212977,0.14835724,0.47102505,0.32716063,0.6470743,0.18794674,0.04018876,0.17536506,0.55795985,0.69736075,0.7405488,0.18826166,0.6710334,0.0,0.9303169,0.016504528,0.7448999,0.1412688
ade771d7-33ad-4f40-b456-f0a9fee988ff,0.6236106,0.49526462,0.5653666,0.37938982,0.6474182,0.4081084,0.5417479,0.46688014,0.34944144,0.77300125,0.4721886,0.5948923,0.42448026,0.46869144,0.6742848,0.46796852,0.19044028,0.5545865,0.6532135,0.5530118,0.7216699,0.5218698,0.49615848,0.4837572,0.34590286,0.55893916,0.39584872,0.6175029,0.66122234,0.44953004,0.72009677,0.6424889,0.46601197,0.38692147,0.43408477,0.4854067,0.4636547,0.60445863,0.21089724,0.68248785,0.7383715,0.59387773,0.6733732,0.54662865,0.75145733,0.6126567,0.8120302,0.67821205,0.47850922,0.58541775,0.5516043,0.41567996,0.6656184,0.7067822,0.71464527,0.6743753,0.4272629,0.6196474,0.3672054,0.45578632,0.8366827,0.34841406,0.5183685,0.42371607,0.5947539,0.35710144,0.55524385,1.0000001,0.6327492,0.39067116,0.5702977,0.533047,0.43815845,0.5571221,0.78395844,0.7410668,0.5595372,0.6694495,0.78015614,0.55569994,0.6889558,0.5586139,0.35829368,0.56840515,0.66785914,0.6502371,0.69585085,0.46271566,0.37263587,0.4525417,0.6487168,0.48869014,0.49830437,0.4892518,0.7272182,0.20121428,0.37820664,0.5914143,0.47469378,0.52318865
b09d5ed6-293f-4eb8-8466-17829480dcad,0.9800544,0.18023792,0.5594717,0.16178025,0.4018936,0.0,0.5347297,0.31891108,0.2647221,0.38217378,0.15892455,0.97800136,0.43097103,0.35733595,0.94238293,0.381918,0.0,0.847576,0.63312376,0.5668453,0.42550126,0.637069,0.16652736,0.494035,0.0,0.5971931,0.5084421,0.63929266,0.862828,0.6269637,0.9071498,0.95919347,0.37492907,0.26794803,0.14803644,0.20097855,0.53424335,0.9413469,0.0,0.8662743,0.41365513,0.42951167,0.88211024,0.5039437,0.70823556,0.9516653,0.49029052,0.72280294,0.6820302,0.76121926,0.36730477,0.12604812,0.43535584,0.72363377,0.4394142,0.48854414,0.2593715,0.34501755,0.0,0.6539643,0.8879859,0.11885719,0.28906217,0.61354566,0.9767724,0.0,0.14818859,0.6327492,1.0,0.5123931,0.68263185,0.6526998,0.625421,0.25129104,0.5988535,0.4276595,0.5991327,0.5299436,0.5260563,0.57445526,0.5586469,0.58610797,0.3023562,0.5917565,0.4812746,0.5616624,0.4835875,0.48396012,0.33046156,0.63782895,0.7959442,0.41685748,0.35327384,0.61362886,0.32483563,0.0,0.0,0.6895367,0.36275083,0.70942223
b1ba019f-b1ec-4fca-ba4f-a5214a80c769,0.44316292,0.20330179,0.0,0.22065757,0.54815626,0.0,0.9395665,0.44856653,0.4757763,0.5212598,0.19869901,0.3273944,0.80824685,0.47993356,0.3397103,0.42132503,0.013845288,0.7108333,0.50250304,0.94830394,0.56699204,0.7700364,0.21653278,0.8735738,0.0,0.0,0.95065904,0.78713477,0.2942101,0.7814747,0.27602622,0.34048203,0.49056655,0.087393425,0.2834128,0.05912424,0.9166546,0.5859337,0.008325361,0.219826,0.5171817,0.16635534,0.30928546,0.9512979,0.15881029,0.5616383,0.53869426,0.49776596,0.7702626,0.73542905,0.5009794,0.1719213,0.5673776,0.40275505,0.59059167,0.0,0.29608637,0.0,0.014935034,0.7388257,0.41525283,0.16211335,0.11571351,0.73085845,0.32366392,0.02163483,0.19268718,0.39067116,0.5123931,0.99999994,0.9413339,0.95743436,0.7829545,0.020294078,0.36424714,0.64988863,0.0,0.18707973,0.5753442,0.0,0.0,0.01620431,0.35440102,0.7151084,0.0,0.0,0.736876,0.87596196,0.13385147,0.88776493,0.5128367,0.62017035,0.51230747,0.9473914,0.50694114,0.0,0.015637636,0.048192427,0.4841443,0.71528524
bcfcf609-ddfe-447a-98fc-c66e9233f0b4,0.6143342,0.216088,0.31161743,0.31247348,0.54502296,0.0,0.90588677,0.46917143,0.54223895,0.5182802,0.19756323,0.5246031,0.82248884,0.4771902,0.51306605,0.54840004,0.10679193,0.8162242,0.5714251,0.91285527,0.5637511,0.8115167,0.21529506,0.84225976,0.09495018,0.30764773,0.900396,0.82194805,0.5109749,0.82290554,0.47020885,0.52524346,0.4877624,0.25804847,0.25303844,0.10332134,0.91719556,0.72358775,0.107025735,0.46022585,0.55429494,0.22792575,0.46810284,0.9119694,0.4460657,0.71749526,0.59102345,0.7402587,0.8273521,0.820702,0.49811578,0.28748763,0.5641345,0.64262396,0.5872158,0.2754351,0.41291615,0.19421904,0.093597874,0.7992475,0.5786565,0.2588756,0.15817869,0.77527183,0.5217285,0.0,0.19158578,0.5702977,0.68263185,0.9413339,1.0000001,0.98105866,0.8241112,0.123921916,0.5346247,0.6396905,0.30694684,0.2895843,0.5960772,0.3060516,0.27647093,0.30856314,0.4612912,0.8081547,0.27194774,0.2899342,0.7213922,0.8852641,0.27578545,0.90567124,0.6246891,0.61059976,0.5024852,0.93943644,0.5349193,0.11283359,0.0,0.3557471,0.4813769,0.80966634
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,0.59842527,0.20874617,0.26384938,0.31663734,0.5399465,0.0,0.9048356,0.47847417,0.5282695,0.5305679,0.19675866,0.49296597,0.814906,0.4731726,0.49573696,0.50990456,0.10236862,0.78398013,0.55707085,0.91492987,0.5592663,0.7840767,0.2138974,0.84103703,0.09307037,0.24834105,0.9261668,0.8026346,0.4768727,0.79460174,0.43843573,0.49851933,0.4844124,0.22743317,0.27515888,0.09490755,0.91459143,0.712911,0.0961132,0.43749723,0.5444764,0.2453166,0.4660329,0.91161454,0.39838147,0.69695926,0.5868739,0.70719886,0.8139026,0.7857803,0.4934762,0.27753997,0.5603945,0.58262694,0.5822474,0.22033514,0.38063914,0.17103112,0.106067,0.7642021,0.57062703,0.23854232,0.16469625,0.7474572,0.49068856,0.025257247,0.19034204,0.533047,0.6526998,0.95743436,0.98105866,1.0,0.7958218,0.12504113,0.49863833,0.63436663,0.2688281,0.27471045,0.60962546,0.27699837,0.22027597,0.2853385,0.45511398,0.76869345,0.21952312,0.25387633,0.7179817,0.8778586,0.2697139,0.88556874,0.60583067,0.6060916,0.5045503,0.9354572,0.5410206,0.09108213,0.018255915,0.3059219,0.4775023,0.7842999
c115ff2f-0c98-4983-bf03-167384d2903e,0.56601363,0.26591665,0.23332126,0.22311291,0.43757036,0.0,0.74547124,0.40581495,0.3764899,0.4161,0.15861316,0.4965561,0.7000897,0.383111,0.49566966,0.57220304,0.0,0.9284159,0.48264667,0.75216997,0.4526062,0.90411514,0.17284912,0.7220917,0.0,0.2670493,0.7461599,0.9383165,0.43112797,0.9808616,0.44915515,0.48379093,0.39159888,0.13254881,0.21053863,0.103832126,0.7260549,0.7605112,0.0,0.40109247,0.41284466,0.21247129,0.43636325,0.75393975,0.35873234,0.76781094,0.47005332,0.57377744,0.97840405,0.9620511,0.43682593,0.13723762,0.45291397,0.687736,0.47144476,0.1972262,0.40517735,0.15125042,0.019075226,0.97949636,0.53036654,0.18979892,0.15386444,0.9469628,0.49089816,0.015789883,0.15381417,0.43815845,0.625421,0.7829545,0.8241112,0.7958218,1.0,0.11375942,0.41537622,0.5399467,0.22323799,0.2669416,0.4847306,0.2211415,0.22830583,0.23283407,0.4888574,0.8983731,0.18527079,0.23435108,0.58640766,0.7346274,0.15690565,0.9688427,0.5321891,0.49408865,0.41522643,0.9186399,0.38903904,0.023446351,0.0,0.31288943,0.42378682,0.9556333
c3df3a50-2251-45a6-883f-032b8033f52e,0.29281527,0.8750803,0.4016264,0.42043838,0.55338085,0.870223,0.122061744,0.60159224,0.088683136,0.43918163,0.8417062,0.278235,0.09520151,0.5959323,0.46292818,0.15386766,0.13190326,0.17355551,0.6032405,0.13522884,0.42138267,0.32239327,0.81424856,0.2612036,0.54505885,0.4174464,0.016450427,0.28385997,0.2890514,0.09006126,0.52972996,0.26355493,0.55888456,0.19253692,0.8692532,0.88246137,0.04061821,0.28454497,0.12161668,0.38295212,0.39593253,0.9363172,0.621858,0.15941364,0.53516847,0.23582695,0.5032564,0.33105835,0.12453594,0.15879536,0.62528294,0.3019849,0.5636091,0.3461663,0.47269416,0.3399973,0.1376818,0.93745404,0.56676936,0.108396746,0.4265159,0.3989815,0.94232196,0.09063209,0.28051537,0.913771,0.8331343,0.5571221,0.25129104,0.020294078,0.123921916,0.12504113,0.11375942,0.99999994,0.671311,0.39343673,0.3911824,0.88000953,0.4708385,0.38489038,0.7663366,0.41810575,0.15531245,0.13588363,0.78823173,0.6668536,0.3402085,0.07540879,0.21835534,0.06948802,0.5525568,0.5148135,0.58935654,0.071734846,0.47674152,0.12898147,0.903805,0.40747476,0.59742695,0.18950032
c5863af9-c9cd-463d-94a8-8e69adf4f214,0.5799346,0.60918134,0.5363519,0.5116436,0.7803019,0.58405375,0.45352268,0.73742616,0.31739745,0.54314935,0.65330714,0.56402737,0.39173102,0.7599832,0.68244636,0.43612334,0.16910419,0.52517414,0.862157,0.4633897,0.49774536,0.6357935,0.6961404,0.57332283,0.4338754,0.532959,0.36907452,0.50432456,0.62323666,0.4181353,0.74031734,0.60949403,0.73866475,0.338569,0.6093052,0.61494243,0.4263546,0.5750761,0.16947442,0.65013427,0.50336814,0.68775046,0.7082934,0.44280896,0.65404224,0.5811743,0.56790966,0.63950884,0.45322573,0.55712736,0.7225726,0.47738096,0.6829506,0.6757199,0.57639,0.64440084,0.38262308,0.7325147,0.39903098,0.4331473,0.6993583,0.4563344,0.6606725,0.4011433,0.5641519,0.5096142,0.57450235,0.78395844,0.5988535,0.36424714,0.5346247,0.49863833,0.41537622,0.671311,1.0,0.5375826,0.53369975,0.71628225,0.5466838,0.5286876,0.7027375,0.53190166,0.33113778,0.53693986,0.7382179,0.6863283,0.50279343,0.42779338,0.34264475,0.42665765,0.8318986,0.7475971,0.77698034,0.4622339,0.53014773,0.1786711,0.49022216,0.56378263,0.74266255,0.4959466
c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,0.35914263,0.5679617,0.02580905,0.33772415,0.8337288,0.42092955,0.8424877,0.65957534,0.30869022,0.9573676,0.59139663,0.30065316,0.59243464,0.66513073,0.40377504,0.34306163,0.0,0.50024074,0.6921886,0.8306332,0.97386587,0.6579896,0.6127918,0.7727023,0.20455882,0.026714353,0.68448937,0.76449776,0.28947785,0.5225247,0.38875163,0.34915018,0.69076294,0.08025522,0.5497412,0.43662253,0.64601964,0.42626742,0.0,0.20763856,0.84386456,0.50855535,0.42108116,0.8323358,0.27239317,0.4584571,0.94354403,0.34067553,0.5627808,0.583053,0.80289304,0.25161958,0.8871889,0.32161602,0.9601536,0.063025035,0.22982222,0.319522,0.22972885,0.5020746,0.61172557,0.2884397,0.48618573,0.52139914,0.29722738,0.42006034,0.6822733,0.7410668,0.4276595,0.64988863,0.6396905,0.63436663,0.5399467,0.39343673,0.5375826,1.0000002,0.015286563,0.55163664,0.9445231,0.0,0.21431047,0.0,0.2668722,0.5185411,0.19981553,0.14821693,0.97686094,0.6493465,0.107764274,0.58751816,0.63073486,0.71699584,0.70038813,0.6450248,0.8591414,0.03371602,0.4292155,0.059008162,0.69947827,0.4705693
cb2e8316-e933-46d4-bc5c-faec0025b694,0.64154816,0.06029388,0.986929,0.27750808,0.0,0.0,0.01668685,0.10015171,0.23641248,0.0229127,0.0,0.6628617,0.134359,0.0,0.6300608,0.4362472,0.28130332,0.41870242,0.25532082,0.0,0.013846071,0.2165464,0.021964617,0.019947613,0.27209842,0.9569016,0.05172491,0.21372263,0.70050585,0.22161815,0.65332174,0.6418907,0.02875138,0.49085832,0.0,0.14582652,0.12702133,0.5775483,0.2819192,0.83927953,0.10554813,0.29762673,0.61125135,0.0,0.92768675,0.5925023,0.18779942,0.8568518,0.28009024,0.33855528,0.012704567,0.32589734,0.0,0.7902503,0.0,0.8406702,0.37598574,0.6167788,0.26405495,0.26673716,0.58054733,0.25732484,0.18766071,0.2548832,0.6678833,0.0,0.0,0.5595372,0.5991327,0.0,0.30694684,0.2688281,0.22323799,0.3911824,0.53369975,0.015286563,0.99999994,0.34777915,0.12897792,0.9872082,0.85848725,0.9782019,0.36556822,0.34353647,0.8344232,0.9240351,0.013288376,0.12061535,0.47069025,0.17099255,0.4114892,0.0,0.0,0.12909776,0.13261595,0.31335634,0.0,0.9744481,0.0,0.41072568
d3decbad-0acb-4217-99cd-e65ee1a9a9d3,0.5435311,0.8787852,0.32395726,0.33212912,0.6865995,0.811911,0.32623535,0.6232365,0.10219002,0.6035301,0.8545073,0.5398833,0.159712,0.6912135,0.6850856,0.16824463,0.0,0.4102713,0.7845092,0.35993057,0.6062313,0.49256307,0.8279797,0.4250133,0.4198958,0.34579948,0.18955909,0.4481666,0.47690338,0.2779769,0.7555468,0.52913123,0.66770685,0.16864453,0.83576226,0.9157866,0.21062055,0.48399228,0.023991274,0.4860949,0.5759967,0.95156693,0.79059595,0.3444246,0.5284262,0.49325064,0.65812826,0.3634372,0.30031556,0.35199332,0.7094445,0.22393757,0.7359717,0.36765084,0.65199983,0.28182772,0.13277383,0.83078086,0.41962475,0.2865135,0.67043793,0.28363508,0.9396713,0.2666843,0.53991437,0.80539954,0.85692894,0.6694495,0.5299436,0.18707973,0.2895843,0.27471045,0.2669416,0.88000953,0.71628225,0.55163664,0.34777915,0.99999994,0.662192,0.33263332,0.7144148,0.33854684,0.13130754,0.25336903,0.6966946,0.60848683,0.53903294,0.18247724,0.18342513,0.2650935,0.7596584,0.6336944,0.6593497,0.245668,0.52128696,0.0,0.8197199,0.39431036,0.6726681,0.32537407
d42e4be4-b29c-47fe-a1b3-8255948344ac,0.48838425,0.597342,0.11441612,0.320568,0.8049425,0.4314542,0.7652595,0.6143272,0.27301663,0.96135837,0.61507726,0.42946273,0.4840129,0.6554462,0.51756173,0.2755463,0.01090941,0.5263269,0.71446234,0.7769631,0.971087,0.61491364,0.59387934,0.6823739,0.23464055,0.11031134,0.59336245,0.7330554,0.38395715,0.49658382,0.51132274,0.43707806,0.6522904,0.12911578,0.57310045,0.5173099,0.56270576,0.51714957,0.02186659,0.32827824,0.8805212,0.61745524,0.5681653,0.7666676,0.39608765,0.53105223,0.9843191,0.38234818,0.5393696,0.54840267,0.7591294,0.24553138,0.9002652,0.32080078,0.9672399,0.08922814,0.18747449,0.40306467,0.2657624,0.48086298,0.7106352,0.24216883,0.56579447,0.4628463,0.42682332,0.45865056,0.714614,0.78015614,0.5260563,0.5753442,0.5960772,0.60962546,0.4847306,0.4708385,0.5466838,0.9445231,0.12897792,0.662192,0.99999994,0.13306019,0.33451563,0.13725819,0.2513256,0.4695587,0.3047976,0.28246292,0.94834983,0.5530038,0.16470411,0.54023606,0.6746864,0.69081485,0.67258644,0.5809048,0.8760358,0.0,0.47780788,0.17246199,0.66348284,0.47745955
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,0.61418104,0.059727643,0.97720724,0.31137758,0.0,0.0,0.0,0.10368944,0.25220707,0.035307255,0.0,0.6350367,0.14333545,0.0,0.5941848,0.41095045,0.30009705,0.4064749,0.2305717,0.0,0.0,0.19646962,0.0,0.0,0.30070236,0.9458039,0.027723597,0.20242067,0.68325144,0.21953687,0.62561333,0.59962165,0.0,0.50316155,0.0,0.14016622,0.11551463,0.55666155,0.30075407,0.8168117,0.11259974,0.28466505,0.58463126,0.0,0.9174506,0.5635892,0.19502297,0.8481991,0.29196754,0.33094355,0.0,0.35662803,0.0,0.78282887,0.0,0.8367598,0.37245473,0.6218547,0.28999674,0.26423216,0.57425815,0.27451655,0.1803766,0.22092833,0.6394268,0.0,0.0,0.55569994,0.57445526,0.0,0.3060516,0.27699837,0.2211415,0.38489038,0.5286876,0.0,0.9872082,0.33263332,0.13306019,0.9999999,0.8475421,0.9829531,0.3968854,0.34938514,0.8297061,0.9328929,0.0,0.12867358,0.4769153,0.16938671,0.37217915,0.0,0.0,0.12788537,0.14147595,0.31707478,0.0,0.9684056,0.0,0.40686846
d6a9e0ef-4132-46ef-a0f7-d7997a803afe,0.5955198,0.51385534,0.85491556,0.34718254,0.28422272,0.45914042,0.0696848,0.3192789,0.19528338,0.24946225,0.43917486,0.6165856,0.110984325,0.2946838,0.674327,0.35944593,0.23236449,0.40465617,0.47183233,0.076028585,0.23954675,0.3223622,0.42368186,0.119002655,0.44271106,0.85820377,0.0,0.30787012,0.6365014,0.22664921,0.74053633,0.5803572,0.27658215,0.42397308,0.43985465,0.5710766,0.08944273,0.5467591,0.23287322,0.7642171,0.2906191,0.67961454,0.7356029,0.091008924,0.91413236,0.52802694,0.40187043,0.7290021,0.25948882,0.33365735,0.30569595,0.34657925,0.2975706,0.7255344,0.2611227,0.7522854,0.31796944,0.89128864,0.43342185,0.2727925,0.62613535,0.34009212,0.6185174,0.22808576,0.6200623,0.45603102,0.44698727,0.6889558,0.5586469,0.0,0.27647093,0.22027597,0.22830583,0.7663366,0.7027375,0.21431047,0.85848725,0.7144148,0.33451563,0.8475421,1.0,0.8555275,0.29739434,0.3279129,0.98056567,0.965888,0.19422436,0.09963168,0.40774056,0.17487435,0.5507392,0.2542738,0.28121346,0.13202848,0.32863355,0.24551031,0.46656948,0.8677858,0.28237376,0.3951784
db1b9299-96df-4fd8-932c-3ad6613bc967,0.6443248,0.062885664,0.97275525,0.2885003,0.0,0.0,0.0,0.08835305,0.24783936,0.022304447,0.0,0.6473876,0.14085317,0.0,0.62682825,0.41505128,0.31596425,0.41981497,0.23467079,0.0,0.0,0.20685771,0.0,0.0,0.2836037,0.95224524,0.03064892,0.22530189,0.6909021,0.2311446,0.63749254,0.6102817,0.0,0.5006804,0.026399117,0.14336082,0.113514155,0.6056308,0.3082119,0.8552218,0.11064974,0.32968795,0.62785375,0.0,0.94349545,0.5672792,0.18678822,0.8394637,0.29029718,0.34408623,0.0,0.34023476,0.0,0.79424834,0.0,0.84184676,0.37404865,0.614336,0.29822928,0.2782031,0.5676037,0.26976252,0.2061921,0.23260964,0.6514357,0.03291533,0.0,0.5586139,0.58610797,0.01620431,0.30856314,0.2853385,0.23283407,0.41810575,0.53190166,0.0,0.9782019,0.33854684,0.13725819,0.9829531,0.8555275,0.9999999,0.38012707,0.35894066,0.83372843,0.9227683,0.0,0.12644523,0.50003934,0.17834282,0.37792492,0.0,0.010548636,0.1500354,0.16881715,0.3115837,0.023791172,0.9692012,0.0,0.43739966
